,HNSCC_P1,HNSCC_P2,HNSCC_P3,HNSCC_P4,HNSCC_P6,HNSCC_P7,HNSCC_P8,HNSCC_P9,HNSCC_P10,HNSCC_P11,HNSCC_P12,HNSCC_P13,HNSCC_P14,HNSCC_P15,HNSCC_P16,HNSCC_P17,HNSCC_P18,HNSCC_P19,HNSCC_P20,HNSCC_P21,HNSCC_P22,HNSCC_P23,HNSCC_P24,HNSCC_P25,HNSCC_P26
B3GALT6,0.005000299028141,0.0103224794849713,0.0,0.157640699995081,0.0623322633129507,0.0,0.328639887552314,0.0133004969054112,0.0119280112943424,0.0365111506027621,0.0355950636213762,0.0461892968406419,0.0998583430424648,0.034159438128694,0.275723707255471,0.0,0.0,0.0145012120448107,0.0079104628109845,0.0081553068112388,0.005396255457784,0.0,0.0290404338488818,0.0073808630178786,0.0
UBE2J2,0.198417895261782,0.131075526629503,0.0976558520440753,0.306184079704381,0.122639884669831,0.229613043076481,0.57647723512911,0.188429873194518,0.177131673799301,0.122996197528046,0.12115891182893,0.160945372750132,0.226433401728477,0.157830046030584,0.148708871961432,0.250230097869862,0.217672956617829,0.241541018560526,0.104037360492692,0.231059832907283,0.177883876999271,0.107976656522976,0.145100512560639,0.157740255979617,0.0
ACAP3,0.0691525633821258,0.0353077734471481,0.0,0.0579634229228732,0.028294069080763,0.0,0.0,0.0850797068008555,0.0409776554411695,0.0874927194470977,0.0506500426880971,0.0464604074452671,0.105319192401865,0.0,0.0371016393700997,0.0947372830173167,0.0674369388730207,0.0592531985676782,0.0355430500788831,0.0563246661798821,0.0535986265902735,0.058007454915843,0.102167001694435,0.204300274730681,0.0
PUSL1,0.0702382301144342,0.0295206209365438,0.0481140715859323,0.154659894781557,0.0341081700623273,0.0,0.0,0.048841149224052,0.037452995936059,0.105480146022946,0.0486184338000649,0.0369289603042833,0.0238565796605211,0.123316591805,0.0,0.0,0.0576542064571969,0.0505852712360587,0.0258032483693918,0.0171317704507641,0.055631333889594,0.053687444170069,0.0294691256258288,0.150369863407397,0.0
CPTP,0.0810334645322566,0.0796096781571058,0.0921241794489936,0.0,0.049757028820951,0.11725207009029,0.184215091950116,0.106350222216239,0.123427009051759,0.0340650061851223,0.0725943636520972,0.0399445221826816,0.118826017377725,0.230499817880006,0.0674292374392372,0.191107467262433,0.0307408718654008,0.154485898416942,0.058622941238487,0.0819457200554957,0.0366268502946209,0.145984586696874,0.0687377248784513,0.24034549534873,0.258490243042749
TAS1R3,0.0288304771637697,0.00987844054352,0.0272781652380861,0.0,0.0431817343021194,0.0,0.0,0.0502711754702052,0.0124124742374854,0.0120754010844947,0.0151592763364529,0.13718446026859,0.0988351575828395,0.0984959672623635,0.106493933065281,0.0,0.0125674756642547,0.0330558369696123,0.0463625327466829,0.0342903357434048,0.0096677839417198,0.0038781045728421,0.0502517095837341,0.0366434714379256,0.0
DVL1,0.0110874670621724,0.016830297282469,0.0,0.0579634229228732,0.019172592641058,0.112360972986191,0.0,0.0315069786494153,0.0,0.0056459609554001,0.0091061066313983,0.107511562247099,0.0301862515120548,0.0,0.0,0.0,0.0,0.0,0.0031770328220084,0.0044138234951803,0.0125832215549114,0.0,0.0191249998926299,0.0061789268656346,0.0
AURKAIP1,0.701903596636137,0.423135377419075,0.352555137467985,1.21463870949235,0.599370192719379,1.02515630631923,1.39021619763311,0.61842262328015,0.67941688824582,0.581794777811271,0.518599309403202,0.42730972350954,0.555631417604346,0.455157219837408,0.793467259304911,0.156948117118309,0.730090900005749,0.648827930417428,0.477029898828699,0.633491237064104,0.635058611092224,0.427174440685649,0.601185168972172,0.778779322990414,1.29716087255345
CCNL2,0.130830718642416,0.0586883757161747,0.0,0.0537728055263919,0.0962473635893501,0.0,0.331618446471228,0.0841837977696757,0.0371981772950329,0.0652882989027797,0.0629436852920417,0.0385444917208549,0.135187181089761,0.388650013583085,0.0805804460169032,0.0285624523583763,0.0644501464417064,0.0731399503815623,0.100289025336398,0.0917739181546547,0.095598352792269,0.098145414574545,0.129026052167148,0.178893592424927,0.0
MRPL20,0.468301150280609,0.396160908203569,0.318448268597116,0.818445164074534,0.480364046823944,0.637175731568137,0.95897445680878,0.508116098212456,0.433087432188874,0.508195119853856,0.241612019144874,0.413798227224257,0.551883380727966,0.667314363089664,0.224981826963962,0.296968094791969,0.581594035250137,0.433279494123585,0.351019971673104,0.438115545758774,0.516745459761885,0.252931352174701,0.45959237727998,0.570877979005039,1.16472669066463
ATAD3C,0.0260477196727998,0.0190404449031513,0.023544706382698,0.0,0.0175275804485446,0.156305237345374,0.0,0.0406123445357086,0.0175526970387324,0.0284087385008396,0.0030035794250026,0.047221067163278,0.0,0.0,0.0,0.0517970019984177,0.0164591506178387,0.0252561633565504,0.0182437810443248,0.0158199689532926,0.0258186611432062,0.0,0.102219179735348,0.0164685067956222,0.0
ATAD3B,0.0549365883187259,0.0198176844565824,0.0,0.402354175892714,0.0431574229043081,0.273557307435664,0.144424795602197,0.055127545200582,0.0295674973059899,0.0532215884530669,0.0544764947590361,0.110806201018394,0.0263711819197146,0.0532911079311908,0.450430817429609,0.0285624523583763,0.0897479994033607,0.032832246175413,0.0372176574414475,0.0431532435329555,0.0213724767634979,0.0135873666593047,0.0371430490863474,0.0249934568014324,0.0
ATAD3A,0.0448519725204057,0.0359241980447593,0.0720384859789582,0.315557230069116,0.0700478349175819,0.0,0.392262143178993,0.054103039845756,0.0616820216385759,0.0759244748833264,0.0692162878189077,0.0259708043026426,0.0459732266242623,0.0891571536763059,0.148708871961432,0.0747674857429982,0.138609954984498,0.0492958555926721,0.0304395353384526,0.0799996552357303,0.0554829750365104,0.0563445459862052,0.0366790108957488,0.134740911797665,0.258490243042749
